gene	mean	median	longest_isoform	merged
ENSMUSG00000109044.2	2910	2910	2910	2910
ENSMUSG00000109256.2	842	842	842	842
ENSMUSG00000064403.4	145	145	145	145
ENSMUSG00000109037.2	740	740	740	740
ENSMUSG00000109481.2	3388	3388	3388	3388
ENSMUSG00000108953.2	2224	2224	2224	2224
ENSMUSG00000109191.2	2582	2582	2582	2582
ENSMUSG00000108826.2	1448	1448	1448	1448
ENSMUSG00000109382.2	1281	1281	1281	1281
ENSMUSG00000109574.2	3191	3191	3191	3191
ENSMUSG00000109031.2	2679	2679	2679	2679
ENSMUSG00000030613.14	1545	1545	1596	1596
ENSMUSG00000041343.20	2404	2785	2827	4104
ENSMUSG00000103887.3	1079	1079	1079	1079
ENSMUSG00000098066.3	633	633	633	633
ENSMUSG00000102555.2	3835	3835	3835	3835
ENSMUSG00000041328.17	2725	1720	5995	7240
ENSMUSG00000109395.2	1507	1507	1507	1507
ENSMUSG00000098041.2	3169	3169	3169	3169
ENSMUSG00000074024.7	2191	821	6559	7345
ENSMUSG00000030643.15	4055	1406	9456	9534
ENSMUSG00000109257.2	919	919	919	919
ENSMUSG00000030641.11	3387	3387	3387	3387
ENSMUSG00000061119.8	2606	2606	2967	2967
ENSMUSG00000109268.2	694	694	694	694
ENSMUSG00000108994.4	1190	1190	1190	1190
ENSMUSG00000121498.1	1244	1244	1244	1244
ENSMUSG00000097644.2	2191	2191	2191	2191
ENSMUSG00000054061.10	1894	1894	2076	2885
ENSMUSG00000051515.12	2002	2002	2002	2002
ENSMUSG00000088877.3	126	126	126	126
ENSMUSG00000109196.2	3839	3839	3839	3839
ENSMUSG00000087412.6	737	737	849	849
ENSMUSG00000109175.2	1981	1981	1981	1981
ENSMUSG00000109315.2	673	673	673	673
ENSMUSG00000109195.2	3838	3838	3838	3838
ENSMUSG00000109077.2	759	759	759	759
ENSMUSG00000109226.2	3477	3477	3477	3477
ENSMUSG00000109440.3	318	318	318	318
ENSMUSG00000118493.2	1011	1011	1011	1011
ENSMUSG00000108532.2	3217	3217	3288	6242
ENSMUSG00000096033.3	270	270	270	270
ENSMUSG00000108315.2	2720	2720	2720	2720
ENSMUSG00000108516.2	132	132	132	132
ENSMUSG00000108433.2	391	391	391	391
ENSMUSG00002075722.1	294	294	294	294
ENSMUSG00000119638.1	107	107	107	107
ENSMUSG00000108786.2	1448	1448	1448	1448
ENSMUSG00000108429.2	367	367	367	367
ENSMUSG00000108628.2	618	618	618	618
ENSMUSG00000048078.17	11707	11021	13172	14047
ENSMUSG00000108528.2	641	641	641	641
ENSMUSG00000076143.3	109	109	109	109
ENSMUSG00000099030.3	99	99	99	99
ENSMUSG00000085751.2	1096	1096	1096	1096
ENSMUSG00000082780.3	472	472	472	472
ENSMUSG00000085792.3	440	440	440	440
ENSMUSG00000053049.4	1935	1935	1935	1935
ENSMUSG00000085443.2	442	442	442	442
ENSMUSG00000108635.2	439	439	439	439
ENSMUSG00002076783.1	93	93	93	93
ENSMUSG00000085560.3	1418	1197	2632	3967
ENSMUSG00000087980.3	109	109	109	109
ENSMUSG00000018995.13	2777	2777	3778	4149
ENSMUSG00000004508.7	4116	4116	6168	6168
ENSMUSG00000035713.16	4122	4122	4262	4262
ENSMUSG00000044952.6	2966	2966	2966	2966
ENSMUSG00000035704.18	2039	2039	2039	2039
ENSMUSG00000030647.9	576	576	683	754
ENSMUSG00000083974.2	188	188	188	188
ENSMUSG00000035686.9	1277	1277	1277	1277
ENSMUSG00000051727.15	2081	2310	2343	2568
ENSMUSG00000025133.10	3240	3240	3240	3240
ENSMUSG00000065360.3	109	109	109	109
ENSMUSG00000035642.17	656	642	883	1003
ENSMUSG00000035623.15	11124	11124	11124	11124
ENSMUSG00000108405.2	710	710	710	710
ENSMUSG00000108442.2	605	605	605	605
ENSMUSG00000086433.2	324	324	324	324
ENSMUSG00000086993.2	2044	2044	3091	3733
ENSMUSG00000108547.2	478	478	478	478
ENSMUSG00000025439.6	1504	1504	1504	1504
ENSMUSG00000042797.10	3737	3737	3737	3737
ENSMUSG00000030774.14	2929	2929	3065	3499
ENSMUSG00000108424.2	391	391	391	391
ENSMUSG00000035582.14	2476	2476	3053	3053
ENSMUSG00000030761.17	6943	6849	7506	7673
ENSMUSG00000035547.15	3365	3365	4498	4565
ENSMUSG00000074006.4	2144	2144	2144	2144
ENSMUSG00000097749.3	464	464	464	464
ENSMUSG00000074004.4	2371	2371	2371	2371
ENSMUSG00000030760.15	7652	7652	11340	11424
ENSMUSG00000049580.13	2531	2514	2760	2942
ENSMUSG00000108449.3	614	614	634	992
ENSMUSG00000108346.2	314	314	314	314
ENSMUSG00000074003.5	3585	3585	3634	3638
ENSMUSG00000108764.2	239	239	239	239
ENSMUSG00000108508.2	317	317	317	317
ENSMUSG00000090958.3	4196	4196	4576	4576
ENSMUSG00000065803.4	163	163	163	163
ENSMUSG00000055446.6	828	828	828	828
ENSMUSG00000035401.10	5445	5079	7693	7735
ENSMUSG00000120382.1	1059	1059	1059	1059
ENSMUSG00000109101.2	2542	2542	2542	2542
ENSMUSG00000086477.5	974	1167	1193	1756
ENSMUSG00000030753.16	3723	3723	3723	3723
ENSMUSG00000109149.2	4610	4610	4610	4610
ENSMUSG00000108988.2	238	238	238	238
ENSMUSG00000015957.13	2621	2621	3451	3614
ENSMUSG00000091496.2	364	364	364	364
ENSMUSG00000035354.10	5157	5157	5157	5157
ENSMUSG00000109282.2	1369	1369	1369	1369
ENSMUSG00000109130.2	2760	2760	2760	2760
ENSMUSG00000089501.3	122	122	122	122
ENSMUSG00000109492.2	651	651	651	651
ENSMUSG00000109073.2	1390	1390	1390	1390
ENSMUSG00000109468.2	404	404	404	404
ENSMUSG00000030747.6	2262	2262	2262	2262
ENSMUSG00000109052.2	1666	1666	1666	1666
ENSMUSG00000052396.8	1780	1780	1780	1780
ENSMUSG00000109472.2	1216	1216	1216	1216
ENSMUSG00000097015.3	1457	1457	1457	1457
ENSMUSG00000055407.15	3218	3233	4920	6115
ENSMUSG00000109460.2	843	843	843	843
ENSMUSG00000070436.13	2197	2194	2274	2443
ENSMUSG00000121235.1	1404	1404	1404	1404
ENSMUSG00000035314.11	3661	3661	4611	4626
ENSMUSG00000035298.9	1954	1954	1954	1954
ENSMUSG00000030744.14	1116	952	1908	1908
ENSMUSG00000064966.3	145	145	145	145
ENSMUSG00000065822.3	148	148	148	148
ENSMUSG00002076757.1	105	105	105	105
ENSMUSG00000018909.16	5994	7132	7135	7159
ENSMUSG00000065571.3	95	95	95	95
ENSMUSG00000108850.2	2720	2720	2720	2720
ENSMUSG00000096606.3	3022	3022	3022	3022
ENSMUSG00000097974.3	1813	1645	3198	3571
ENSMUSG00000065698.3	131	131	131	131
ENSMUSG00000030737.18	4247	4369	4381	5307
ENSMUSG00000085095.3	1095	735	2539	2870
ENSMUSG00000109559.2	2114	2114	2114	2114
ENSMUSG00000108965.2	171	171	171	171
ENSMUSG00000073998.3	1140	1140	1330	1330
ENSMUSG00000109275.2	577	577	577	577
ENSMUSG00000073997.4	1832	2254	2277	2278
ENSMUSG00000053360.5	917	917	917	917
ENSMUSG00000035239.7	3341	3341	3341	3341
ENSMUSG00000035227.8	1288	874	2909	3474
ENSMUSG00000035211.11	2265	2731	2731	3038
ENSMUSG00000109002.2	770	770	1140	1352
ENSMUSG00000108985.2	3965	3965	3965	3965
ENSMUSG00000058761.6	7147	7147	7147	7147
ENSMUSG00000108823.2	655	655	655	655
ENSMUSG00000109384.2	634	634	634	634
ENSMUSG00000030732.14	1502	1502	1520	1728
ENSMUSG00000030726.17	2392	2392	3069	3115
ENSMUSG00000030725.5	1663	1663	1663	1663
ENSMUSG00000109186.2	1490	1490	1949	2543
ENSMUSG00000035165.15	1033	1059	1323	1704
ENSMUSG00000109435.2	1249	1249	1249	1249
ENSMUSG00000030729.18	8834	8834	8834	8834
ENSMUSG00000089987.3	571	571	571	571
ENSMUSG00000051048.18	2361	2361	2361	2361
ENSMUSG00000030718.10	2772	2772	2772	2772
ENSMUSG00000047248.21	7202	7202	7803	7803
ENSMUSG00000109046.2	533	533	533	533
ENSMUSG00000099137.2	2458	2279	4589	7007
ENSMUSG00000102241.2	947	947	947	947
ENSMUSG00000032942.15	1854	1854	2448	2448
ENSMUSG00000033685.14	3988	3988	3988	3988
ENSMUSG00000030708.15	2592	2592	2592	2592
ENSMUSG00000109560.2	613	613	613	613
ENSMUSG00000044881.8	1066	1066	1391	1425
ENSMUSG00000109123.2	424	424	424	424
ENSMUSG00000030706.18	2591	1865	4285	4696
ENSMUSG00000108990.2	329	329	329	329
ENSMUSG00000081359.2	353	353	353	353
ENSMUSG00000030704.15	2980	3110	3214	3431
ENSMUSG00000082210.2	437	437	437	437
ENSMUSG00000030701.18	1909	1919	2793	3420
ENSMUSG00000108866.2	431	431	525	718
ENSMUSG00000029461.18	3375	2603	6609	6801
ENSMUSG00000109035.2	353	353	353	353
ENSMUSG00000097388.2	1002	1002	1002	1002
ENSMUSG00000109109.2	1286	1286	1286	1286
ENSMUSG00000008318.11	2851	2851	2851	2851
ENSMUSG00000032875.9	7353	7353	10190	10438
ENSMUSG00000093296.3	104	104	104	104
ENSMUSG00000048779.6	1946	1946	1946	1946
ENSMUSG00000109132.2	746	746	746	746
ENSMUSG00000032860.6	2553	2532	3011	3183
ENSMUSG00000108895.2	246	246	246	246
ENSMUSG00000109171.2	167	167	167	167
ENSMUSG00000030691.16	4384	4384	4453	4453
ENSMUSG00000083121.4	411	411	411	411
ENSMUSG00000111425.2	1061	1061	1061	1061
ENSMUSG00000047767.18	4271	4271	6459	6459
ENSMUSG00000030688.16	1285	1375	1723	1958
ENSMUSG00000092364.3	492	492	492	492
ENSMUSG00000110099.2	341	341	341	341
ENSMUSG00000110239.3	443	443	443	443
ENSMUSG00000032812.19	4542	4665	5147	6315
ENSMUSG00000109656.3	3175	3175	3175	3175
ENSMUSG00000030653.18	4139	4139	4139	4139
ENSMUSG00000110195.2	4045	4038	4218	4427
ENSMUSG00000065446.3	68	68	68	68
ENSMUSG00000110301.2	1317	1317	1317	1317
ENSMUSG00000120140.1	877	877	877	877
ENSMUSG00000092517.3	1133	1133	1257	1333
ENSMUSG00000067121.3	862	862	862	862
ENSMUSG00000030651.6	1844	1844	2819	2828
ENSMUSG00000001829.18	3691	4159	4627	6822
ENSMUSG00000110360.2	315	315	315	315
ENSMUSG00000007946.12	1609	1609	1609	1609
ENSMUSG00000032737.14	4862	4862	4995	5078
ENSMUSG00000073985.4	2491	2491	3672	4764
ENSMUSG00000032725.11	1135	1135	1204	1320
ENSMUSG00000110295.2	318	318	318	318
ENSMUSG00000001827.13	1181	1286	1313	1575
ENSMUSG00000030649.19	1592	1084	3103	3259
ENSMUSG00002075134.1	96	96	96	96
ENSMUSG00000078630.9	2075	2075	2796	2857
ENSMUSG00000030842.13	890	890	1119	1366
ENSMUSG00000064307.14	830	835	949	1183
ENSMUSG00000066306.14	7180	7180	7180	7180
ENSMUSG00000110150.2	552	552	552	552
ENSMUSG00000109872.2	311	311	311	311
ENSMUSG00000110287.2	178	178	178	178
ENSMUSG00000070427.5	1833	1594	2596	3026
ENSMUSG00000070426.13	2379	2344	2545	3836
ENSMUSG00000099481.7	2714	2714	3131	3226
ENSMUSG00000070425.14	4173	4173	4173	4173
ENSMUSG00000100254.2	2874	2874	2874	2874
ENSMUSG00000070424.13	1142	1180	1713	1806
ENSMUSG00000030996.9	1425	1425	1425	1425
ENSMUSG00000066279.4	2513	2513	2513	2513
ENSMUSG00000063550.9	4317	3961	6694	8195
ENSMUSG00000030990.19	1838	2006	2141	2626
ENSMUSG00000111339.2	606	606	606	606
ENSMUSG00000073982.12	1295	1295	1321	1356
ENSMUSG00000120774.1	356	356	356	356
ENSMUSG00000030987.6	3543	4085	4362	4447
ENSMUSG00000110175.2	765	765	765	765
ENSMUSG00000030978.11	3997	3997	3997	3997
ENSMUSG00000109940.2	1016	1016	1016	1016
ENSMUSG00000044814.7	1293	1293	1456	1456
ENSMUSG00000043925.8	3270	3270	3270	3270
ENSMUSG00000044824.10	2223	2223	3496	3496
ENSMUSG00000109822.2	664	664	664	664
ENSMUSG00000109906.2	326	326	326	326
ENSMUSG00000073979.3	936	936	936	936
ENSMUSG00000073978.10	4287	4287	4287	4287
ENSMUSG00000073977.3	1421	1421	1891	1891
ENSMUSG00000030966.14	2737	2737	2793	2793
ENSMUSG00000109756.2	1102	1102	1102	1102
ENSMUSG00000073975.4	2997	2997	4957	4958
ENSMUSG00000073974.5	3259	3259	5440	5440
ENSMUSG00000073973.5	2580	2580	4206	4206
ENSMUSG00000073972.3	2476	2476	3972	3972
ENSMUSG00000073971.4	2042	2515	2659	2659
ENSMUSG00000110251.2	537	537	537	537
ENSMUSG00000073970.2	948	948	948	948
ENSMUSG00000073969.4	2863	3741	3825	3825
ENSMUSG00000110352.2	155	155	155	155
ENSMUSG00000073968.5	2344	2344	2388	2388
ENSMUSG00000109618.2	774	774	774	774
ENSMUSG00000073967.4	1868	1868	2680	2690
ENSMUSG00000070423.7	3041	3041	3041	3041
ENSMUSG00000110376.2	101	101	101	101
ENSMUSG00000066273.7	1664	1664	2372	2372
ENSMUSG00000066272.6	1291	1291	1560	1560
ENSMUSG00000088888.3	133	133	133	133
ENSMUSG00000043366.17	3355	3410	4695	5726
ENSMUSG00000110008.6	2547	2168	3323	3323
ENSMUSG00000073966.4	1784	1784	2498	2498
ENSMUSG00000110122.2	951	951	951	951
ENSMUSG00000110074.2	873	873	873	873
ENSMUSG00000048469.7	951	951	951	951
ENSMUSG00000109596.2	944	944	944	944
ENSMUSG00000060888.6	1553	1553	2040	2050
ENSMUSG00000110152.2	133	133	133	133
ENSMUSG00000109878.2	857	857	857	857
ENSMUSG00000073965.2	942	942	942	942
ENSMUSG00000062142.6	2843	2843	4741	4741
ENSMUSG00000073964.4	1234	1234	1423	1423
ENSMUSG00000043310.5	3707	4999	5153	5158
ENSMUSG00000073963.4	1105	1126	1233	1233
ENSMUSG00000052785.8	933	933	933	933
ENSMUSG00000045824.7	1040	1040	1041	1041
ENSMUSG00000066269.8	2656	3500	3512	3512
ENSMUSG00000073962.10	2029	2029	3132	3141
ENSMUSG00000043354.3	2455	3144	3282	3282
ENSMUSG00000045792.3	2303	2303	3665	3665
ENSMUSG00000110033.2	939	939	939	939
ENSMUSG00000110143.2	943	943	943	943
ENSMUSG00000109845.2	556	556	556	556
ENSMUSG00000073961.5	1926	1818	3108	3127
ENSMUSG00000073960.2	960	960	960	960
ENSMUSG00000073959.6	2058	2058	3152	3152
ENSMUSG00000078080.7	1030	1030	1030	1030
ENSMUSG00000066268.7	4171	4781	6169	6183
ENSMUSG00000080891.6	948	948	948	948
ENSMUSG00000082714.2	301	301	301	301
ENSMUSG00000084262.6	2759	2759	4607	4607
ENSMUSG00000083254.2	663	663	663	663
ENSMUSG00000051362.3	960	960	966	966
ENSMUSG00000084356.3	898	898	898	898
ENSMUSG00000057461.4	2873	2873	4802	4802
ENSMUSG00000073956.4	4494	5978	6566	6566
ENSMUSG00000073955.3	967	967	984	984
ENSMUSG00000073954.6	1948	1948	2809	2812
ENSMUSG00000083383.3	954	954	954	954
ENSMUSG00000057321.3	1987	1987	1987	1987
ENSMUSG00002076718.1	121	121	121	121
ENSMUSG00002076523.1	121	121	121	121
ENSMUSG00002074985.1	321	321	321	321
ENSMUSG00000073953.5	2165	2165	3392	3392
ENSMUSG00000073952.6	1837	1837	2727	2727
ENSMUSG00000073951.5	1493	1493	2026	2026
ENSMUSG00000073950.7	1616	1616	2183	2183
ENSMUSG00000045540.6	2237	2237	3527	3527
ENSMUSG00000109951.3	1911	2195	2266	2266
ENSMUSG00000082739.5	948	948	948	948
ENSMUSG00000121427.1	1169	1169	1169	1169
ENSMUSG00000059874.3	980	980	1021	1021
ENSMUSG00000058976.5	2050	2050	2403	2453
ENSMUSG00002076059.1	121	121	121	121
ENSMUSG00000109659.4	1966	1966	2921	2921
ENSMUSG00000073949.5	1974	2313	2649	2660
ENSMUSG00000081945.5	3310	3310	5706	5710
ENSMUSG00000073948.4	1482	1482	1482	1482
ENSMUSG00000046396.8	2563	3295	3429	3429
ENSMUSG00000045584.5	1295	1295	1643	1643
ENSMUSG00000096584.3	1636	1636	2301	2301
ENSMUSG00000094119.4	1955	2420	2473	2556
ENSMUSG00000078624.5	4489	4489	5139	5219
ENSMUSG00000073947.5	2604	3403	3469	3469
ENSMUSG00000047544.8	1407	1627	1641	1698
ENSMUSG00000073946.6	2346	3000	3083	3129
ENSMUSG00002075901.1	110	110	110	110
ENSMUSG00000073945.3	2130	2130	3304	3304
ENSMUSG00000073944.7	1247	1247	1370	1416
ENSMUSG00000045132.4	3157	3157	3157	3157
ENSMUSG00000081315.3	938	938	938	938
ENSMUSG00000050085.6	1824	2149	2219	2246
ENSMUSG00000099687.4	2527	2527	3980	3980
ENSMUSG00000045780.4	5731	5731	5731	5731
ENSMUSG00000073943.6	966	966	966	966
ENSMUSG00000081038.3	318	318	318	318
ENSMUSG00000082077.2	822	822	822	822
ENSMUSG00000094822.3	2843	2843	4735	4735
ENSMUSG00000096516.4	1252	1252	1553	1553
ENSMUSG00000047545.6	1982	2277	2548	2637
ENSMUSG00000050281.5	2198	2198	2198	2198
ENSMUSG00000058662.5	2829	2829	2829	2829
ENSMUSG00000061626.7	2520	2520	4093	4093
ENSMUSG00000047535.12	3851	3851	3851	3851
ENSMUSG00000073940.4	703	703	703	703
ENSMUSG00000121140.1	204	204	204	204
ENSMUSG00000052305.7	628	628	628	628
ENSMUSG00000083967.2	264	264	264	264
ENSMUSG00000083216.3	266	266	266	266
ENSMUSG00000078621.3	558	558	558	558
ENSMUSG00000052217.7	613	613	613	613
ENSMUSG00000085700.2	129	129	129	129
ENSMUSG00000052187.5	633	633	633	633
ENSMUSG00000058200.3	2008	2008	3080	3080
ENSMUSG00000083854.4	351	351	351	351
ENSMUSG00000063615.7	5001	5001	5001	5001
ENSMUSG00000110259.3	2203	2648	2855	2936
ENSMUSG00000042219.7	960	960	960	960
ENSMUSG00000073938.4	2118	2118	3282	3282
ENSMUSG00000109837.2	160	160	160	160
ENSMUSG00000073937.3	2427	2427	3915	3915
ENSMUSG00000080751.2	955	955	955	955
ENSMUSG00000094520.5	4765	4765	8565	8565
ENSMUSG00000082281.2	1176	1176	1176	1176
ENSMUSG00000055621.9	935	935	935	935
ENSMUSG00000084236.3	471	471	471	471
ENSMUSG00000094063.5	1062	1062	1158	1158
ENSMUSG00000109824.5	1078	1078	1078	1078
ENSMUSG00000066263.11	3795	3795	6570	6592
ENSMUSG00000066262.6	4009	4009	4009	4009
ENSMUSG00000073932.3	1659	1659	2379	2379
ENSMUSG00000049797.6	4715	4715	4715	4715
ENSMUSG00000090219.5	6133	6133	6133	6133
ENSMUSG00000110012.3	2716	3506	3572	3666
ENSMUSG00000051340.7	3677	3677	3677	3677
ENSMUSG00000073931.4	2358	2358	3778	3778
ENSMUSG00000055643.5	1915	1915	1915	1915
ENSMUSG00000051618.6	2376	2376	2376	2376
ENSMUSG00000051437.5	2298	2298	2298	2298
ENSMUSG00000044265.17	2268	2268	2268	2268
ENSMUSG00000083513.3	960	960	960	960
ENSMUSG00000042909.5	1940	1940	2929	2929
ENSMUSG00000044899.4	1160	1160	1382	1382
ENSMUSG00000081859.4	2321	2321	2321	2321
ENSMUSG00000072244.12	2666	2666	3827	3827
ENSMUSG00000109712.2	449	449	449	449
ENSMUSG00000056144.15	2403	2578	2590	2592
ENSMUSG00000111737.2	609	609	609	609
ENSMUSG00000060441.16	2561	2561	3655	3690
ENSMUSG00000088658.3	108	108	108	108
ENSMUSG00000066258.14	1468	1486	1531	2168
ENSMUSG00000087175.9	872	872	872	872
ENSMUSG00000090215.10	1681	1681	1827	1850
ENSMUSG00000057143.16	3112	3112	3740	3740
ENSMUSG00002074911.1	100	100	100	100
ENSMUSG00000052749.11	3664	3664	4287	6578
ENSMUSG00000078616.3	1716	1716	1716	1716
ENSMUSG00000110114.2	281	281	281	281
ENSMUSG00000030921.18	3771	3771	3771	3771
ENSMUSG00000119845.1	107	107	107	107
ENSMUSG00000057596.14	2593	2593	3282	3758
ENSMUSG00000082154.2	1095	1095	1095	1095
ENSMUSG00000083248.2	362	362	362	362
ENSMUSG00000121294.1	1890	1890	1890	1890
ENSMUSG00000073929.14	731	731	731	731
ENSMUSG00000073928.6	1333	1333	1598	1605
ENSMUSG00000073927.7	3958	4722	5329	5402
ENSMUSG00000073926.5	3532	4765	4786	4787
ENSMUSG00000073925.6	1791	1156	3063	3130
ENSMUSG00000051182.6	1649	2010	2012	2045
ENSMUSG00000073924.6	2541	2541	4091	4091
ENSMUSG00000073923.5	1768	1948	2397	2397
ENSMUSG00000070421.5	2913	2913	2915	2915
ENSMUSG00000082084.2	957	957	957	957
ENSMUSG00000073922.3	2905	2905	4842	4842
ENSMUSG00000081694.2	375	375	375	375
ENSMUSG00000073920.5	2377	2377	3790	3790
ENSMUSG00000109821.2	1135	1135	1135	1135
ENSMUSG00000109832.2	396	396	396	396
ENSMUSG00000109806.2	959	959	959	959
ENSMUSG00000051885.8	966	966	966	966
ENSMUSG00000043073.11	1755	1755	1885	1987
ENSMUSG00000086229.4	1053	1053	1053	1053
ENSMUSG00000062369.3	1482	1482	1558	1561
ENSMUSG00000054568.8	2656	2656	2656	2656
ENSMUSG00000109641.2	345	345	345	345
ENSMUSG00000073917.3	2254	2410	3248	3273
ENSMUSG00000063582.3	1453	1453	1949	1949
ENSMUSG00000109734.2	1097	1097	1693	1694
ENSMUSG00000110330.2	365	365	365	365
ENSMUSG00000056782.6	1838	1838	2695	2695
ENSMUSG00000057770.6	2285	2285	3613	3613
ENSMUSG00000073916.4	1828	2195	2336	2336
ENSMUSG00000110284.2	281	281	281	281
ENSMUSG00000094685.3	375	375	375	375
ENSMUSG00000044705.4	2334	2334	3729	3729
ENSMUSG00000094531.4	2441	3157	3225	3234
ENSMUSG00000051172.8	1214	1214	1490	1490
ENSMUSG00000110041.2	411	411	411	411
ENSMUSG00000109671.2	946	946	946	946
ENSMUSG00000096773.5	3044	3704	3828	3828
ENSMUSG00000073915.6	1878	1878	2802	2802
ENSMUSG00000073914.3	2083	2083	3227	3227
ENSMUSG00000109676.2	641	641	641	641
ENSMUSG00000073913.3	1655	1655	2369	2369
ENSMUSG00000109972.2	412	412	412	412
ENSMUSG00000110293.2	1651	1651	1651	1651
ENSMUSG00000096029.5	3718	5018	5184	5184
ENSMUSG00000041885.6	936	936	936	936
ENSMUSG00000110117.2	553	553	553	553
ENSMUSG00000109742.2	1895	1895	1895	1895
ENSMUSG00000095248.4	3622	4405	4729	4729
ENSMUSG00000059768.9	934	934	934	934
ENSMUSG00000044120.6	2400	2400	3841	3841
ENSMUSG00000109918.2	136	136	136	136
ENSMUSG00000047225.9	2594	3129	3182	3319
ENSMUSG00000047794.7	2709	3212	3326	3326
ENSMUSG00000048425.4	2222	2612	2646	2842
ENSMUSG00000121296.1	1004	1004	1004	1004
ENSMUSG00000073908.7	938	938	938	938
ENSMUSG00000073909.3	966	966	966	966
ENSMUSG00000073907.4	3447	3447	5819	5819
ENSMUSG00000110265.2	554	554	554	554
ENSMUSG00000050266.7	1731	2048	2085	2102
ENSMUSG00000043948.3	1648	1648	2327	2327
ENSMUSG00000073906.4	1126	1126	1126	1126
ENSMUSG00000044465.20	4776	3443	10853	10991
ENSMUSG00000078611.4	1140	1140	1140	1140
ENSMUSG00000110366.2	876	876	1383	1440
ENSMUSG00000030897.6	2230	2230	2484	2663
ENSMUSG00000109609.2	1254	1254	1254	1254
ENSMUSG00000030898.16	1949	1949	2573	2862
ENSMUSG00000037060.4	1662	1662	1662	1662
ENSMUSG00000109735.2	1316	1316	1316	1316
ENSMUSG00000037049.10	2412	2412	2412	2412
ENSMUSG00000037032.17	2200	2085	2878	3505
ENSMUSG00000030895.10	1499	1499	1499	1499
ENSMUSG00000036989.17	2823	2906	3016	3444
ENSMUSG00000110077.2	1888	1888	1888	1888
ENSMUSG00000030881.16	1902	1697	3275	3275
ENSMUSG00000089847.9	1016	671	3273	3443
ENSMUSG00000110234.3	422	409	490	642
ENSMUSG00000064897.3	139	139	139	139
ENSMUSG00000030882.20	7841	7841	14536	14844
ENSMUSG00000081911.2	309	309	309	309
ENSMUSG00000030888.15	2634	2634	3053	3374
ENSMUSG00000030890.17	1772	1772	1795	1877
ENSMUSG00000043866.12	4281	4281	4281	4281
ENSMUSG00000030894.6	3558	3558	3558	3558
ENSMUSG00000036862.16	10754	10754	10754	10754
ENSMUSG00000086414.3	1753	1753	2208	2530
ENSMUSG00000030879.11	4164	4164	7300	7605
ENSMUSG00000109685.2	543	543	543	543
ENSMUSG00000086513.4	7293	7293	7293	7293
ENSMUSG00000110141.2	1571	1571	1571	1571
ENSMUSG00000078606.9	8901	8901	9007	9007
ENSMUSG00000093378.3	474	474	474	474
ENSMUSG00000099241.3	3593	3593	3593	3593
ENSMUSG00000099276.2	1038	1038	1038	1038
ENSMUSG00000095649.4	7296	7296	7296	7296
ENSMUSG00000098426.2	1266	1266	1266	1266
ENSMUSG00000098987.2	1295	1295	1295	1295
ENSMUSG00000045868.13	8900	8900	9005	9005
ENSMUSG00000098934.2	3596	3596	3596	3596
ENSMUSG00000098945.2	1038	1038	1038	1038
ENSMUSG00000095457.4	7275	7275	7275	7275
ENSMUSG00000053541.4	6622	6622	6622	6622
ENSMUSG00000077777.3	136	136	136	136
ENSMUSG00000121501.1	3500	3500	3500	3500
ENSMUSG00000063286.10	7280	7280	7280	7280
ENSMUSG00000073902.6	7293	7293	7293	7293
ENSMUSG00000120115.1	1124	1124	1124	1124
ENSMUSG00000051680.4	2483	2483	4015	4015
ENSMUSG00000064223.5	2989	2988	5035	5273
ENSMUSG00000109011.2	196	196	196	196
ENSMUSG00000108948.4	3953	3953	3953	3953
ENSMUSG00000109365.3	948	948	948	948
ENSMUSG00000051591.5	1118	1118	1190	1192
ENSMUSG00000059087.5	2988	4006	4024	4024
ENSMUSG00000096714.3	2937	3669	4193	4193
ENSMUSG00000094493.3	1228	1228	1505	1505
ENSMUSG00000109861.2	754	754	754	754
ENSMUSG00000036744.14	2869	3063	4100	4193
ENSMUSG00000056863.6	1497	1497	1646	1646
ENSMUSG00000073901.5	1440	1440	1920	1920
ENSMUSG00000073900.6	1536	1536	2124	2124
ENSMUSG00000109058.4	2345	3001	3085	3085
ENSMUSG00000109354.3	2957	2957	4828	4831
ENSMUSG00000069390.6	1499	1735	1817	1973
ENSMUSG00000073899.4	1925	2414	2439	2439
ENSMUSG00000062553.5	5078	5078	5078	5078
ENSMUSG00000045581.8	1312	1312	1312	1312
ENSMUSG00000108933.2	445	445	445	445
ENSMUSG00000036647.6	4147	4403	6834	6834
ENSMUSG00000045013.8	3575	3035	4724	4724
ENSMUSG00000109246.3	950	950	950	950
ENSMUSG00000070417.7	4763	5813	6178	6210
ENSMUSG00000073898.4	3652	3652	6329	6329
ENSMUSG00000108862.2	297	297	297	297
ENSMUSG00000049674.8	2639	2639	4324	4324
ENSMUSG00000109391.2	379	379	379	379
ENSMUSG00000073897.6	2307	2307	3666	3666
ENSMUSG00000062987.7	2413	2413	3879	3879
ENSMUSG00000110209.2	473	473	473	473
ENSMUSG00000060503.7	3122	3122	5114	5114
ENSMUSG00000073896.6	3150	3515	4062	4164
ENSMUSG00000016626.11	2354	2354	3272	3537
ENSMUSG00000086261.2	1447	1447	1447	1447
ENSMUSG00000073894.2	1472	1472	1472	1472
ENSMUSG00000057215.7	1294	1294	1294	1294
ENSMUSG00002075862.1	110	110	110	110
ENSMUSG00000109078.2	964	964	964	964
ENSMUSG00000062542.12	3817	3817	3817	3817
ENSMUSG00000051041.9	1192	1192	1685	1685
